,Name,Transmission type,Variant,Mileage,Owned,Fuel type,City,Price
4888,2018 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"38,471 km",1st Owner,Diesel,Meerut,"₹7,79,799"
4889,2011 Honda City,Manual,V MT PETROL Manual,"1,49,072 km",1st Owner,Petrol,Meerut,"₹3,28,999"
4890,2018 Ford Ecosport,Manual,1.5 TDCI TITANIUM PLUS Manual,"16,826 km",2nd Owner,Diesel,Meerut,"₹7,70,299"
4891,2018 Ford Ecosport,Manual,1.5 TDCI TITANIUM PLUS Manual,"40,788 km",1st Owner,Diesel,Meerut,"₹8,03,199"
4892,2018 Maruti Swift,Manual,VDI Manual,"37,926 km",1st Owner,Diesel,Meerut,"₹5,63,099"
4893,2018 Maruti Swift,Manual,VXI Manual,"51,789 km",1st Owner,Petrol,Meerut,"₹5,20,599"
4894,2019 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"18,721 km",1st Owner,Diesel,Meerut,"₹8,81,499"
4895,2013 Hyundai i20,Manual,SPORTZ 1.2 VTVT Manual,"29,332 km",2nd Owner,Petrol,Meerut,"₹3,89,799"
4896,2014 Toyota Corolla Altis,Manual,D 4D J Manual,"1,03,033 km",1st Owner,Diesel,Meerut,"₹7,41,199"
4897,2018 Tata Tiago,Automatic,XZA 1.2 REVOTRON Automatic,"34,532 km",1st Owner,Petrol,Meerut,"₹4,73,699"
4898,2019 Tata Tiago,Manual,XZ 1.2 REVOTRON Manual,"16,558 km",1st Owner,Petrol,Meerut,"₹4,73,099"
4899,2014 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"38,906 km",1st Owner,Petrol,Meerut,"₹3,80,399"
4900,2015 Maruti Swift,Manual,VDI ABS Manual,"89,196 km",1st Owner,Diesel,Meerut,"₹3,85,999"
4901,2017 Maruti Wagon R 1.0,Manual,VXI Manual,"4,956 km",1st Owner,Petrol,Meerut,"₹4,02,699"
4902,2020 Maruti S PRESSO,Manual,VXI Manual,"6,100 km",1st Owner,Petrol,Meerut,"₹4,11,299"
4903,2019 Maruti Vitara Brezza,Manual,VDI Manual,"38,597 km",1st Owner,Diesel,Meerut,"₹7,62,899"
4904,2017 Maruti Vitara Brezza,Manual,ZDI Manual,"35,429 km",1st Owner,Diesel,Meerut,"₹7,45,399"
4905,2013 Maruti Swift Dzire,Manual,VDI BS IV Manual,"66,341 km",1st Owner,Diesel,Meerut,"₹3,72,999"
4906,2020 Hyundai NEW SANTRO,Manual,1.1 MAGNA CNG MT Manual,"12,943 km",1st Owner,Petrol + CNG,Meerut,"₹5,29,799"
4907,2017 Honda Jazz,Automatic,1.2 V AT Automatic,"37,505 km",1st Owner,Petrol,Meerut,"₹5,93,599"
4908,2013 Maruti Swift,Manual,VDI Manual,"45,868 km",1st Owner,Diesel,Meerut,"₹3,41,999"
4909,2014 Maruti Swift,Manual,VDI ABS Manual,"61,013 km",1st Owner,Diesel,Meerut,"₹3,70,399"
4910,2018 Maruti Celerio,Manual,VXI Manual,"15,601 km",1st Owner,Petrol,Meerut,"₹4,44,399"
4911,2017 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"25,306 km",1st Owner,Petrol,Meerut,"₹4,82,099"
4912,2015 Maruti Swift,Manual,VDI ABS Manual,"63,600 km",1st Owner,Diesel,Meerut,"₹4,62,899"
4913,2015 Maruti Swift,Manual,VDI ABS Manual,"44,638 km",1st Owner,Diesel,Meerut,"₹4,24,099"
4914,2013 Maruti Swift Dzire,Manual,ZDI Manual,"88,228 km",1st Owner,Diesel,Meerut,"₹3,75,199"
4915,2018 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"11,390 km",1st Owner,Petrol,Meerut,"₹4,88,599"
4916,2017 Maruti Swift,Manual,VDI ABS Manual,"96,866 km",1st Owner,Diesel,Meerut,"₹4,87,399"
4917,2015 Maruti Swift,Manual,LDI BS IV Manual,"18,206 km",1st Owner,Diesel,Meerut,"₹4,26,899"
4918,2018 Maruti Celerio,Manual,VXI Manual,"5,648 km",1st Owner,Petrol,Meerut,"₹4,36,999"
4919,2014 Maruti Swift,Manual,VDI ABS Manual,"50,211 km",2nd Owner,Diesel,Meerut,"₹4,04,699"
4920,2017 Maruti Alto 800,Manual,VXI Manual,"5,636 km",2nd Owner,Petrol,Meerut,"₹2,62,199"
4921,2011 Hyundai i10,Manual,MAGNA 1.1 IRDE2 Manual,"29,267 km",3rd Owner,Petrol,Meerut,"₹3,00,499"
4922,2016 Maruti Alto K10,Manual,VXI AMT Manual,"30,595 km",1st Owner,Petrol,Meerut,"₹3,06,699"
4923,2017 Renault Kwid,,CLIMBER 1.0 AT,"11,721 km",1st Owner,Petrol,Meerut,"₹3,76,399"
4924,2018 Maruti Alto 800,Manual,LXI Manual,"36,558 km",1st Owner,Petrol,Meerut,"₹2,99,199"
4925,2016 Maruti Swift,Manual,VDI Manual,"74,123 km",1st Owner,Diesel,Meerut,"₹4,45,199"
4926,2012 Maruti Swift Dzire,Manual,ZDI Manual,"52,479 km",1st Owner,Diesel,Meerut,"₹3,86,799"
4927,2014 Maruti Ritz,Manual,VDI Manual,"43,382 km",1st Owner,Diesel,Meerut,"₹3,33,699"
4928,2014 Maruti Swift,Manual,VDI ABS Manual,"44,609 km",1st Owner,Diesel,Meerut,"₹4,52,399"
4929,2020 Maruti Alto,Manual,LXI Manual,"11,654 km",1st Owner,Petrol,Meerut,"₹3,60,099"
4930,2017 Maruti Alto K10,Manual,VXI Manual,"28,704 km",1st Owner,Petrol,Meerut,"₹3,31,999"
4931,2018 Maruti Alto K10,Manual,VXI Manual,"5,198 km",1st Owner,Petrol,Meerut,"₹3,47,299"
4932,2018 Maruti Alto 800,Manual,LXI Manual,"12,083 km",1st Owner,Petrol,Meerut,"₹3,14,399"
4933,2017 Tata Hexa,Automatic,Varicor 400 XMA Automatic,"46,084 km",1st Owner,Diesel,Mysore,"₹12,18,599"
4934,2019 Hyundai Elite i20,Manual,1.2 SPORTZ PLUS DUAL TONE VTVT Manual,"19,515 km",2nd Owner,Petrol,Mysore,"₹7,38,199"
4935,2018 Maruti Vitara Brezza,Manual,ZDI Manual,"31,736 km",1st Owner,Diesel,Mysore,"₹8,84,099"
4936,2018 Maruti Dzire,Manual,VXI Manual,"23,838 km",1st Owner,Petrol,Mysore,"₹6,36,199"
4937,2017 Maruti IGNIS,Manual,SIGMA 1.2 K12 Manual,"13,941 km",1st Owner,Petrol,Mysore,"₹4,85,599"
4938,2017 Maruti Swift,Manual,LXI OPT Manual,"13,973 km",1st Owner,Petrol,Mysore,"₹5,51,499"
4939,2011 Maruti Swift,Manual,LXI Manual,"53,055 km",2nd Owner,Petrol,Mysore,"₹4,15,699"
4940,2014 Hyundai Eon,Manual,MAGNA PLUS Manual,"15,628 km",1st Owner,Petrol,Mysore,"₹3,10,599"
4941,2017 Tata Tiago,Automatic,XZA 1.2 REVOTRON Automatic,"41,350 km",1st Owner,Petrol,Mysore,"₹5,22,499"
4942,2012 Hyundai i10,Manual,SPORTZ 1.2 KAPPA2 Manual,"65,598 km",1st Owner,Petrol,Mysore,"₹3,61,799"
4943,2012 Maruti Wagon R 1.0,Manual,VXI Manual,"35,022 km",1st Owner,Petrol,Mysore,"₹3,67,299"
4944,2011 Maruti Ritz,Manual,VXI BS IV Manual,"45,719 km",2nd Owner,Petrol,Mysore,"₹3,35,899"
4945,2014 Maruti Ritz,Manual,VXI BS IV Manual,"56,793 km",1st Owner,Petrol,Mysore,"₹4,28,799"
4946,2016 Hyundai Elite i20,Manual,MAGNA 1.2 Manual,"47,184 km",1st Owner,Petrol,Mysore,"₹5,34,699"
4947,2015 Volkswagen Polo,Manual,COMFORTLINE 1.2L PETROL Manual,"30,935 km",2nd Owner,Petrol,Mysore,"₹4,90,799"
4948,2019 Maruti Ertiga,Manual,VDI Manual,"16,869 km",1st Owner,Diesel,Mysore,"₹9,98,699"
4949,2010 Hyundai i20,Manual,MAGNA 1.2 VTVT Manual,"44,951 km",1st Owner,Petrol,Mysore,"₹3,06,099"
4950,2019 Maruti Swift,Manual,ZXI Manual,"52,361 km",1st Owner,Petrol,Mysore,"₹6,26,999"
4951,2020 Renault Kwid,Manual,RXT Manual,"9,399 km",1st Owner,Petrol,Mysore,"₹4,22,299"
4952,2017 Maruti Swift,Manual,VXI OPT Manual,"4,588 km",1st Owner,Petrol,Mysore,"₹6,00,299"
4953,2017 Maruti Dzire,Automatic,ZDI AMT Automatic,"37,756 km",1st Owner,Diesel,Mysore,"₹6,83,699"
4954,2017 Renault Kwid,Manual,RXL Manual,"71,025 km",2nd Owner,Petrol,Vadodara,"₹2,82,099"
4955,2019 Hyundai Elite i20,Manual,1.2 MAGNA PLUS VTVT Manual,"3,691 km",1st Owner,Petrol,Vadodara,"₹6,69,099"
4956,2019 Hyundai Creta,Manual,1.6 E + VTVT Manual,"5,616 km",2nd Owner,Petrol,Vadodara,"₹10,35,699"
4957,2015 Hyundai Elite i20,Manual,MAGNA 1.4 CRDI Manual,"78,136 km",1st Owner,Diesel,Vadodara,"₹4,85,199"
4958,2015 Maruti S Cross,Manual,ZETA 1.3 Manual,"1,63,159 km",1st Owner,Diesel,Vadodara,"₹5,55,099"
4959,2020 Hyundai VENUE,Manual,S MT 1.2 KAPPA Manual,"4,689 km",1st Owner,Petrol,Vadodara,"₹7,91,999"
4960,2020 Hyundai VENUE,Manual,S MT 1.2 KAPPA Manual,"1,420 km",1st Owner,Petrol,Vadodara,"₹8,11,899"
4961,2018 Maruti OMNI E,,STD,"11,900 km",1st Owner,Petrol,Vadodara,"₹2,41,999"
4962,2017 Maruti Ertiga,Manual,VDI SHVS Manual,"47,111 km",1st Owner,Diesel,Vadodara,"₹7,52,499"
4963,2021 Hyundai VENUE,Manual,S MT 1.2 KAPPA Manual,"5,656 km",1st Owner,Petrol,Vadodara,"₹7,94,899"
4964,2017 Maruti Ertiga,Manual,VDI SHVS Manual,"74,344 km",1st Owner,Diesel,Vadodara,"₹6,58,099"
4965,2017 Maruti Dzire,Manual,ZDI Plus Manual,"77,118 km",1st Owner,Diesel,Vadodara,"₹5,96,799"
4966,2019 Maruti Swift,Manual,LXI Manual,"2,264 km",1st Owner,Petrol,Vadodara,"₹5,54,599"
4967,2017 Hyundai Elite i20,Manual,Magna Executive Diesel Manual,"42,114 km",1st Owner,Diesel,Vadodara,"₹5,41,199"
4968,2014 Maruti Alto 800,Manual,LXI Manual,"36,971 km",3rd Owner,Petrol,Vadodara,"₹2,17,599"
4969,2020 Hyundai VENUE,Manual,S Plus MT 1.2 Kappa Manual,"1,343 km",1st Owner,Petrol,Vadodara,"₹8,78,299"
4970,2019 Maruti XL6,,ALPHA SHVS MT,"43,190 km",1st Owner,Petrol,Vadodara,"₹8,80,799"
4971,2018 Renault Kwid,Manual,1.0 RXT Opt Manual,"71,160 km",1st Owner,Petrol,Vadodara,"₹3,11,499"
4972,2014 Maruti Swift Dzire,Manual,VDI BS IV Manual,"77,035 km",1st Owner,Diesel,Vadodara,"₹4,10,799"
4973,2016 Maruti S Cross,Manual,ZETA 1.3 Manual,"79,672 km",2nd Owner,Diesel,Vadodara,"₹5,45,299"
4974,2020 Volkswagen Vento,Automatic,HIGHLINE PLUS 1.0 TSI AT Automatic,"17,464 km",2nd Owner,Petrol,Vadodara,"₹9,24,999"
4975,2017 Hyundai Verna,Manual,1.6 SX (O) CRDI MT Manual,"26,831 km",2nd Owner,Diesel,Vadodara,"₹8,61,899"
4976,2016 Hyundai Elite i20,Manual,SPORTZ 1.4 Manual,"74,165 km",2nd Owner,Diesel,Vadodara,"₹5,64,899"
4977,2019 Renault Kwid,Manual,1.0 RXT Opt Manual,"1,739 km",1st Owner,Petrol,Vadodara,"₹3,92,899"
4978,2017 Maruti Ertiga,Manual,VDI SHVS Manual,"69,917 km",1st Owner,Diesel,Vadodara,"₹6,93,399"
4979,2018 Maruti Dzire,Manual,VDI Manual,"77,373 km",1st Owner,Diesel,Vadodara,"₹5,51,199"
4980,2016 Maruti Alto 800,Manual,LXI Manual,"55,008 km",1st Owner,Petrol,Vadodara,"₹2,38,399"
4981,2017 Maruti Dzire,Manual,ZDI Plus Manual,"60,463 km",1st Owner,Diesel,Vadodara,"₹6,36,399"
4982,2018 Hyundai Creta,Automatic,1.6 SX AT PETROL Automatic,"27,656 km",1st Owner,Petrol,Vadodara,"₹12,72,799"
4983,2018 Audi A3,Automatic,35TDI PREMIUM Automatic,"39,254 km",2nd Owner,Diesel,Vadodara,"₹21,37,499"
4984,2018 Maruti Ertiga,Manual,VDI SHVS Manual,"41,543 km",1st Owner,Diesel,Vadodara,"₹7,60,799"
4985,2020 Hyundai Creta,Manual,1.6 EX CRDI Manual,"26,284 km",1st Owner,Diesel,Vadodara,"₹12,73,599"
4986,2013 Toyota Innova,Manual,2.5 VX 8 STR BS IV Manual,"2,80,921 km",2nd Owner,Diesel,Vadodara,"₹7,19,799"
4987,2015 Maruti Swift,Manual,VXI Manual,"26,749 km",2nd Owner,Petrol,Vadodara,"₹4,64,999"
4988,2019 Maruti Swift,Manual,VXI Manual,"6,979 km",1st Owner,Petrol,Vadodara,"₹6,00,099"
4989,2018 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"50,896 km",2nd Owner,Petrol,Vadodara,"₹5,29,499"
4990,2016 Maruti Vitara Brezza,Manual,ZDI PLUS DUAL TONE Manual,"1,11,377 km",1st Owner,Diesel,Vadodara,"₹6,86,199"
4991,2016 Maruti Vitara Brezza,Manual,ZDI PLUS DUAL TONE Manual,"1,49,993 km",1st Owner,Diesel,Vadodara,"₹7,10,799"
4992,2018 Maruti S Cross,Manual,ZETA 1.3 SHVS Manual,"22,662 km",1st Owner,Diesel,Vadodara,"₹8,18,399"
4993,2016 Maruti Ertiga,Manual,ZDI PLUS SHVS Manual,"1,55,751 km",2nd Owner,Diesel,Vadodara,"₹6,45,299"
4994,2018 Maruti Baleno,Manual,DELTA DDIS 190 Manual,"68,152 km",1st Owner,Diesel,Vadodara,"₹5,27,099"
4995,2017 Maruti Baleno,Manual,DELTA DDIS 190 Manual,"73,016 km",2nd Owner,Diesel,Vadodara,"₹5,29,099"
4996,2021 Ford Ecosport,Manual,TITANIUM PLUS 1.5 TI VCT MT Manual,"3,543 km",1st Owner,Petrol,Vadodara,"₹9,62,199"
4997,2020 Maruti Dzire,Manual,VXI Manual,"35,960 km",1st Owner,Petrol,Vadodara,"₹6,40,999"
4998,2017 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"54,613 km",2nd Owner,Diesel,Vadodara,"₹6,23,999"
4999,2019 Renault Kwid,Manual,RXL Manual,"6,991 km",1st Owner,Petrol,Vadodara,"₹3,84,699"
5000,2016 Maruti Vitara Brezza,Manual,VDI Manual,"62,745 km",2nd Owner,Diesel,Vadodara,"₹5,88,699"
5001,2017 Maruti Swift,Manual,VDI ABS Manual,"77,598 km",2nd Owner,Diesel,Vadodara,"₹4,92,099"
5002,2017 Hyundai Elite i20,Manual,SPORTZ 1.4 Manual,"76,218 km",1st Owner,Diesel,Vadodara,"₹6,97,699"
5003,2018 Hyundai Creta,Manual,1.4 E PLUS CRDI Manual,"2,41,497 km",1st Owner,Diesel,Vadodara,"₹7,86,899"
5004,2019 Maruti XL6,Manual,ALPHA SHVS MT Manual,"27,117 km",2nd Owner,Petrol,Vadodara,"₹8,43,999"
5005,2017 Maruti Ertiga,Manual,VDI SHVS Manual,"84,977 km",1st Owner,Diesel,Vadodara,"₹7,07,499"
5006,2016 Maruti Vitara Brezza,Manual,ZDI PLUS DUAL TONE Manual,"74,203 km",2nd Owner,Diesel,Vadodara,"₹7,39,199"
5007,2017 Hyundai Creta,Manual,1.6 SX CRDI Manual,"1,23,087 km",2nd Owner,Diesel,Vadodara,"₹8,04,699"
5008,2016 Maruti Vitara Brezza,Manual,ZDI PLUS DUAL TONE Manual,"44,666 km",1st Owner,Diesel,Vadodara,"₹7,70,799"
5009,2017 Maruti S Cross,Manual,ZETA 1.3 Manual,"83,408 km",1st Owner,Diesel,Vadodara,"₹6,73,799"
5010,2020 MG HECTOR,Automatic,SHARP DCT PETROL Automatic,"3,479 km",1st Owner,Petrol,Vadodara,"₹17,74,299"
5011,2017 Maruti Baleno,Manual,DELTA DDIS 190 Manual,"60,422 km",1st Owner,Diesel,Vadodara,"₹5,37,599"
5012,2017 Maruti Wagon R 1.0,Manual,VXI Manual,"36,824 km",1st Owner,Petrol,Vadodara,"₹4,00,999"
5013,2020 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"4,560 km",1st Owner,Petrol,Vadodara,"₹6,52,399"
5014,2014 Maruti Swift,Manual,VDI ABS Manual,"87,127 km",1st Owner,Diesel,Vadodara,"₹4,51,899"
5015,2015 Maruti Swift,Manual,VDI ABS Manual,"60,507 km",1st Owner,Diesel,Vadodara,"₹4,76,599"
5016,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"28,399 km",1st Owner,Petrol,Vadodara,"₹6,19,299"
5017,2019 Hyundai VENUE,Automatic,1.0 TURBO GDI SX+ AT Automatic,"12,165 km",2nd Owner,Petrol,Vadodara,"₹8,88,599"
5018,2019 Hyundai VENUE,Manual,1.0L Turbo GDI SX(O) MT Manual,"26,396 km",1st Owner,Petrol,Vadodara,"₹9,62,599"
5019,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"13,973 km",1st Owner,Petrol,Vadodara,"₹6,19,299"
5020,2017 Maruti Baleno,Manual,DELTA DDIS 190 Manual,"83,204 km",1st Owner,Diesel,Vadodara,"₹5,27,199"
5021,2018 Maruti Swift,Manual,VDI Manual,"61,712 km",1st Owner,Diesel,Vadodara,"₹5,99,599"
5022,2016 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"97,279 km",1st Owner,Petrol,Vadodara,"₹4,95,199"
5023,2020 Maruti S PRESSO,Manual,VXI Manual,"15,160 km",1st Owner,Petrol,Vadodara,"₹3,90,799"
5024,2018 Maruti Vitara Brezza,Manual,ZDI PLUS Manual,"47,583 km",1st Owner,Diesel,Vadodara,"₹7,31,799"
5025,2018 Maruti Wagon R 1.0,Manual,VXI Manual,"51,370 km",1st Owner,Petrol,Vadodara,"₹4,02,099"
5026,2020 Maruti IGNIS,Manual,SIGMA 1.2 K12 Manual,"3,142 km",1st Owner,Petrol,Vadodara,"₹5,08,799"
5027,2015 Maruti Swift,Manual,VDI ABS Manual,"94,015 km",1st Owner,Diesel,Vadodara,"₹4,31,199"
5028,2018 Maruti Vitara Brezza,Manual,ZDI Manual,"22,159 km",1st Owner,Diesel,Vadodara,"₹7,54,899"
5029,2020 Ford Ecosport,Manual,1.5 TITANIUM PLUS TI VCT AT Manual,"12,718 km",1st Owner,Petrol,Vadodara,"₹9,99,899"
5030,2019 Maruti Alto K10,Manual,VXI Manual,"29,272 km",1st Owner,Petrol,Vadodara,"₹3,50,399"
5031,2018 Maruti Vitara Brezza,Manual,VDI Manual,"21,078 km",1st Owner,Diesel,Vadodara,"₹7,46,099"
5032,2018 Maruti Swift,Manual,VDI Manual,"46,113 km",2nd Owner,Diesel,Vadodara,"₹5,43,199"
5033,2019 Maruti Alto 800,Manual,LXI Manual,"61,829 km",1st Owner,Petrol,Vadodara,"₹2,92,299"
5034,2018 Maruti Vitara Brezza,Manual,VDI Manual,"72,378 km",1st Owner,Diesel,Vadodara,"₹7,11,899"
5035,2019 Maruti Vitara Brezza,Manual,VDI Manual,"16,477 km",1st Owner,Diesel,Vadodara,"₹8,08,699"
5036,2018 Maruti Vitara Brezza,Manual,VDI Manual,"28,845 km",1st Owner,Diesel,Vadodara,"₹7,43,399"
5037,2017 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"38,544 km",1st Owner,Petrol,Vadodara,"₹4,70,699"
5038,2017 Maruti Alto 800,Manual,LXI Manual,"33,433 km",1st Owner,Petrol,Vadodara,"₹2,74,399"
5039,2017 Hyundai Grand i10,Manual,Sportz(O) 1.2 MT Manual,"18,026 km",1st Owner,Petrol,Vadodara,"₹5,26,299"
5040,2020 Maruti Alto,Manual,LXI Manual,"6,297 km",1st Owner,Petrol,Vadodara,"₹3,22,999"
5041,2014 Honda Brio,Manual,1.2 S MT I VTEC Manual,"86,695 km",2nd Owner,Petrol,Vadodara,"₹3,42,799"
5042,2017 Maruti Alto 800,Manual,LXI Manual,"45,978 km",1st Owner,Petrol,Vadodara,"₹2,90,099"
5043,2019 Maruti Alto,Manual,LXI Manual,"14,811 km",2nd Owner,Petrol,Vadodara,"₹2,98,099"
5044,2016 Maruti Alto 800,Manual,LXI Manual,"16,830 km",2nd Owner,Petrol,Vadodara,"₹2,70,499"
5045,2017 Maruti Wagon R 1.0,Manual,VXI Manual,"75,524 km",1st Owner,Petrol,Vadodara,"₹4,09,599"
5046,2018 Maruti Alto 800,Manual,LXI Manual,"22,687 km",1st Owner,Petrol,Vadodara,"₹2,83,499"
5047,2019 Maruti Alto,Manual,LXI Manual,"22,827 km",1st Owner,Petrol,Vadodara,"₹3,09,299"
5048,2019 Maruti Alto,Manual,VXI Manual,"43,092 km",1st Owner,Petrol,Vadodara,"₹3,16,299"
5049,2018 Maruti Vitara Brezza,Manual,VDI Manual,"52,519 km",1st Owner,Diesel,Vadodara,"₹7,82,299"
5050,2019 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"5,836 km",1st Owner,Petrol,Vadodara,"₹5,76,899"
5051,2018 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"30,866 km",1st Owner,Petrol,Vadodara,"₹4,85,799"
5052,2019 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"27,957 km",1st Owner,Petrol,Vadodara,"₹5,55,799"
5053,2017 Maruti Alto 800,Manual,LXI Manual,"12,342 km",1st Owner,Petrol,Vadodara,"₹3,00,199"
5054,2019 Maruti S PRESSO,Manual,VXI PLUS Manual,"17,292 km",1st Owner,Petrol,Vadodara,"₹4,05,599"
5055,2018 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"1,31,657 km",1st Owner,Diesel,Vadodara,"₹7,47,999"
5056,2017 Maruti Alto 800,Manual,LXI Manual,"16,548 km",1st Owner,Petrol,Vadodara,"₹2,98,599"
5057,2019 Maruti Vitara Brezza,Manual,ZDI Manual,"35,872 km",1st Owner,Diesel,Vadodara,"₹8,19,599"
5058,2017 Maruti Alto 800,Manual,LXI Manual,"21,127 km",2nd Owner,Petrol,Vadodara,"₹3,00,499"
5059,2018 Maruti Alto 800,Manual,LXI Manual,"70,027 km",1st Owner,Petrol,Vadodara,"₹2,94,499"
5060,2018 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"9,788 km",1st Owner,Petrol,Vadodara,"₹4,27,699"
5061,2017 Maruti Vitara Brezza,Manual,VDI OPT Manual,"1,40,277 km",1st Owner,Diesel,Vadodara,"₹6,74,099"
5062,2019 Maruti Alto,Manual,LXI Manual,"12,016 km",1st Owner,Petrol,Vadodara,"₹3,37,299"
5063,2020 Maruti Alto,Manual,LXI Manual,"4,179 km",1st Owner,Petrol,Vadodara,"₹3,63,299"
5064,2020 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"3,735 km",1st Owner,Petrol,Vadodara,"₹4,47,799"
5065,2018 Maruti Alto 800,Manual,LXI Manual,"15,444 km",1st Owner,Petrol,Vadodara,"₹3,21,299"
5066,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"2,475 km",1st Owner,Petrol,Vadodara,"₹4,90,699"
5067,2019 Maruti Vitara Brezza,Manual,ZDI Manual,"72,902 km",1st Owner,Diesel,Vadodara,"₹8,59,799"
5068,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"13,464 km",1st Owner,Petrol,Vadodara,"₹4,91,199"
5069,2020 Maruti Alto,Manual,LXI Manual,"7,214 km",1st Owner,Petrol,Vadodara,"₹3,80,199"
5070,2020 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"3,121 km",1st Owner,Petrol,Vadodara,"₹4,75,599"
5071,2018 Maruti Alto 800,Manual,LXI Manual,"26,592 km",2nd Owner,Petrol,Vadodara,"₹2,99,199"
5072,2020 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"4,473 km",1st Owner,Petrol,Vadodara,"₹4,72,699"
5073,2020 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"16,036 km",1st Owner,Petrol,Vadodara,"₹4,66,599"
5074,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"22,074 km",1st Owner,Petrol,Vadodara,"₹4,37,799"
5075,2020 Maruti Alto,Manual,VXI Manual,"11,061 km",1st Owner,Petrol,Vadodara,"₹3,82,299"
5076,2020 Maruti Alto,Manual,VXI PLUS Manual,"5,573 km",1st Owner,Petrol,Vadodara,"₹3,95,799"
5077,2020 Maruti Alto,Manual,LXI Manual,"4,619 km",1st Owner,Petrol,Vadodara,"₹3,90,899"
5078,2018 Maruti Alto 800,Manual,LXI Manual,"20,086 km",1st Owner,Petrol,Vadodara,"₹3,14,299"
5079,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"22,805 km",1st Owner,Petrol,Vadodara,"₹4,57,199"
5080,2019 Maruti Alto 800,Manual,LXI Manual,"8,500 km",1st Owner,Petrol,Vadodara,"₹3,55,499"
5081,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"11,882 km",1st Owner,Petrol,Vadodara,"₹4,78,399"
5082,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"19,214 km",1st Owner,Petrol,Vadodara,"₹4,40,399"
5083,2018 Maruti Alto 800,Manual,LXI Manual,"1,42,263 km",1st Owner,Petrol,Vadodara,"₹3,14,999"
5084,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"26,880 km",1st Owner,Petrol,Vadodara,"₹4,70,299"
5085,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"21,982 km",1st Owner,Petrol,Vadodara,"₹4,44,899"
5086,2018 Maruti Alto 800,Manual,LXI Manual,"16,977 km",1st Owner,Petrol,Vadodara,"₹3,22,999"
5087,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"80,770 km",1st Owner,Petrol,Vadodara,"₹4,63,799"
5088,2016 Maruti S Cross,Manual,DELTA 1.3 Manual,"59,292 km",1st Owner,Diesel,Vadodara,"₹5,13,699"
5089,2015 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"53,402 km",1st Owner,Petrol,Vadodara,"₹5,19,799"
5090,2017 Ford Figo Aspire,Manual,1.5 TITANIUM DIESEL Manual,"55,089 km",1st Owner,Diesel,Vadodara,"₹4,38,799"
5091,2017 Ford Figo Aspire,Manual,1.5 TITANIUM DIESEL Manual,"95,535 km",1st Owner,Diesel,Vadodara,"₹4,30,899"
5092,2017 Ford Figo Aspire,Manual,1.5 TITANIUM DIESEL Manual,"91,564 km",1st Owner,Diesel,Vadodara,"₹4,47,399"
5093,2018 Hyundai Verna,Manual,1.6 SX VTVT Manual,"49,212 km",2nd Owner,Petrol,Vadodara,"₹7,79,099"
5094,2016 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"65,668 km",1st Owner,Diesel,Vadodara,"₹6,10,799"
5095,2018 Tata Hexa,Automatic,Varicor 400 XTA Automatic,"24,707 km",1st Owner,Diesel,Vadodara,"₹11,16,999"
5096,2017 Hyundai Elite i20,Manual,1.4 CRDI ASTA (O) Manual,"50,932 km",2nd Owner,Diesel,Vadodara,"₹6,08,999"
5097,2018 Hyundai Verna,Manual,1.4 VTVT E Manual,"86,324 km",1st Owner,Petrol,Vadodara,"₹7,10,699"
